2026-02-19 21:50:10 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:58:56 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:59:02 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:59:03 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:59:06 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:59:22 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:59:25 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:59:27 | INFO     | wow_helper | 释放技能 [S-2] - 按键: alt+5
2026-02-19 21:59:32 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:59:32 | INFO     | wow_helper | 处理器已停止
2026-02-19 22:15:59 | INFO     | wow_helper | 处理器已停止
2026-02-19 22:15:59 | INFO     | wow_helper | 程序已退出
